company_id,contractor,date,manpower,manhours
PSC,J. D. Millet (Temz) - Water Truck,3/31/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),3/31/2019,0,0
PSC,PSC Temporary Workers,3/31/2019,0,0
PSC,FirePro (Fire Fighting System/Fire Hydrant),3/31/2019,0,0
PSC,Pineda Group (Civil Works),3/31/2019,0,0
PSC,Avotech (Sub-Stations PMS),3/31/2019,0,0
PSC,Groundfos (Fire Pump),3/31/2019,0,0
PSC,MMCT (Old Building Rennovation),3/31/2019,0,0
PSC,ARMAV (Old Building Rennovation),3/31/2019,0,0
PSC,Microphase (Internet Connection),3/31/2019,0,0
PSC,Lantech Cabling Works (CCTV PMS),3/31/2019,4,32
PSC,Other TSPP1 Contractors,3/31/2019,14,728
PSC,Other Contractors,3/31/2019,20,936
PSC,PetroSolar Corporation (Company Owned),4/30/2019,5,755
PSC,Syntegra (Owner's Engineer - TSPP1),4/30/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),4/30/2019,2,440
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",4/30/2019,13,2648
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",4/30/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),4/30/2019,0,0
PSC,Solenergy (EPC - TSPP2),4/30/2019,185,47628
PSC,"All Vision (O & M, TSPP1)",4/30/2019,16,2403
PSC,GSIAC (TSPP1 & TSPP2 Security),4/30/2019,18,6480
PSC,GAIC (Drivers and Utility),4/30/2019,10,2141
PSC,Inspecit (TSPP1 SCADA Contractor),4/30/2019,2,272
PSC,Fire Control (Fire Deluge System),4/30/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),4/30/2019,3,52
PSC,J. D. Millet (Temz) - Water Truck,4/30/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),4/30/2019,0,0
PSC,PSC Temporary Workers,4/30/2019,0,0
PSC,FirePro (Fire Fighting System/Fire Hydrant),4/30/2019,0,0
PSC,Pineda Group (Civil Works),4/30/2019,0,0
PSC,Avotech (Sub-Stations PMS),4/30/2019,0,0
PSC,Groundfos (Fire Pump),4/30/2019,0,0
PSC,MMCT (Old Building Rennovation),4/30/2019,0,0
PSC,ARMAV (Old Building Rennovation),4/30/2019,0,0
PSC,Microphase (Internet Connection),4/30/2019,0,0
PSC,Lantech Cabling Works (CCTV PMS),4/30/2019,0,0
PSC,Other TSPP1 Contractors,4/30/2019,3,52
PSC,Other Contractors,4/30/2019,5,324
PSC,PetroSolar Corporation (Company Owned),5/31/2019,5,824
PSC,Syntegra (Owner's Engineer - TSPP1),5/31/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),5/31/2019,2,312
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",5/31/2019,13,2864
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",5/31/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),5/31/2019,0,0
PSC,Solenergy (EPC - TSPP2),5/31/2019,93,20800
PSC,"All Vision (O & M, TSPP1)",5/31/2019,16,2841
PSC,GSIAC (TSPP1 & TSPP2 Security),5/31/2019,18,6696
PSC,GAIC (Drivers and Utility),5/31/2019,10,2170
PSC,Inspecit (TSPP1 SCADA Contractor),5/31/2019,0,0
PSC,Fire Control (Fire Deluge System),5/31/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),5/31/2019,3,400
PSC,J. D. Millet (Temz) - Water Truck,5/31/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),5/31/2019,0,0
PSC,PSC Temporary Workers,5/31/2019,4,360
PSC,FirePro (Fire Fighting System/Fire Hydrant),5/31/2019,0,0
PSC,Pineda Group (Civil Works),5/31/2019,0,0
PSC,Avotech (Sub-Stations PMS),5/31/2019,0,0
PSC,Groundfos (Fire Pump),5/31/2019,0,0
PSC,MMCT (Old Building Rennovation),5/31/2019,0,0
PSC,ARMAV (Old Building Rennovation),5/31/2019,0,0
PSC,Microphase (Internet Connection),5/31/2019,0,0
PSC,Lantech Cabling Works/Inaveit (CCTV PMS),5/31/2019,4,256
PSC,Other TSPP1 Contractors,5/31/2019,11,1016
PSC,Other Contractors,5/31/2019,11,1016
PSC,PetroSolar Corporation (Company Owned),6/30/2019,5,741
PSC,Syntegra (Owner's Engineer - TSPP1),6/30/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),6/30/2019,2,320
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",6/30/2019,13,2496
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",6/30/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),6/30/2019,0,0
PSC,Solenergy (EPC - TSPP2),6/30/2019,62,12240
PSC,"All Vision (O & M, TSPP1)",6/30/2019,10,2200
PSC,GSIAC (TSPP1 & TSPP2 Security),6/30/2019,16,5760
PSC,GAIC (Drivers and Utility),6/30/2019,10,2056
PSC,Inspecit (TSPP1 SCADA Contractor),6/30/2019,0,0
PSC,Fire Control (Fire Deluge System),6/30/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),6/30/2019,3,312
PSC,J. D. Millet (Temz) - Water Truck,6/30/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),6/30/2019,0,0
PSC,PSC Temporary Workers,6/30/2019,3,104
PSC,FirePro (Fire Fighting System/Fire Hydrant),6/30/2019,0,0
PSC,Pineda Group (Civil Works),6/30/2019,0,0
PSC,Avotech (Sub-Stations PMS),6/30/2019,0,0
PSC,Groundfos (Fire Pump),6/30/2019,0,0
PSC,MMCT (Old Building Rennovation),6/30/2019,0,0
PSC,ARMAV (Old Building Rennovation),6/30/2019,0,0
PSC,Microphase (Internet Connection),6/30/2019,0,0
PSC,Lantech Cabling Works/Inaveit (CCTV PMS),6/30/2019,0,256
PSC,Other TSPP1 Contractors,6/30/2019,6,672
PSC,Other Contractors,6/30/2019,6,672
PSC,PetroSolar Corporation (Company Owned),7/31/2019,5,909
PSC,Syntegra (Owner's Engineer - TSPP1),7/31/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),7/31/2019,0,0
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",7/31/2019,13,2960
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",7/31/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),7/31/2019,0,0
PSC,Solenergy (EPC - TSPP2),7/31/2019,42,8632
PSC,"All Vision (O & M, TSPP1)",7/31/2019,13,2864
PSC,GSIAC (TSPP1 & TSPP2 Security),7/31/2019,16,5844
PSC,GAIC (Drivers and Utility),7/31/2019,10,2106
PSC,Inspect-IT (TSPP1 & TSPP2 SCADA Contractor),7/31/2019,0,0
PSC,Fire Control (Fire Deluge System),7/31/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),7/31/2019,3,368
PSC,J. D. Millet (Temz) - Water Truck,7/31/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),7/31/2019,0,0
PSC,PSC Temporary Workers,7/31/2019,3,392
PSC,FirePro (Fire Fighting System/Fire Hydrant),7/31/2019,0,0
PSC,Pineda Group (Civil Works),7/31/2019,0,0
PSC,Avotech (Sub-Stations PMS),7/31/2019,0,0
PSC,Groundfos (Fire Pump),7/31/2019,0,0
PSC,MMCT (Old Building Rennovation),7/31/2019,0,0
PSC,"ARMAV (Old building renovation, other civil works)",7/31/2019,5,336
PSC,Microphase (Internet Connection),7/31/2019,0,0
PSC,Lantech Cabling Works/Inaveit/Asi (CCTV PMS),7/31/2019,4,224
PSC,Other TSPP1 Contractors,7/31/2019,15,1320
PSC,Other Contractors,7/31/2019,15,1320
PSC,PetroSolar Corporation (Company Owned),8/31/2019,5,768
PSC,Syntegra (Owner's Engineer - TSPP1),8/31/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),8/31/2019,0,0
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",8/31/2019,0,0
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",8/31/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),8/31/2019,0,0
PSC,Solenergy (EPC - TSPP2),8/31/2019,24,4608
PSC,"All Vision (O & M, TSPP1)",8/31/2019,13,2586
PSC,GSIAC (TSPP1 & TSPP2 Security),8/31/2019,15,5580
PSC,GAIC (Drivers and Utility),8/31/2019,10,2011
PSC,Inspect-IT (TSPP1 & TSPP2 SCADA Contractor),8/31/2019,0,0
PSC,Fire Control (Fire Deluge System),8/31/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),8/31/2019,3,368
PSC,J. D. Millet (Temz) - Water Truck,8/31/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),8/31/2019,0,0
PSC,PSC Temporary Workers,8/31/2019,2,64
PSC,FirePro (Fire Fighting System/Fire Hydrant),8/31/2019,0,0
PSC,Pineda Group (Civil Works),8/31/2019,0,0
PSC,Avotech (Sub-Stations PMS),8/31/2019,0,0
PSC,Groundfos (Fire Pump),8/31/2019,0,0
PSC,MMCT (Old Building Rennovation),8/31/2019,0,0
PSC,"ARMAV (Old building renovation, other civil works)",8/31/2019,5,336
PSC,Microphase (Internet Connection),8/31/2019,0,0
PSC,Lantech Cabling Works/Inaveit/Asi (CCTV PMS),8/31/2019,5,120
PSC,Other TSPP1 Contractors,8/31/2019,15,888
PSC,Other Contractors,8/31/2019,15,888
PSC,PetroSolar Corporation (Company Owned),9/30/2019,5,860
PSC,Syntegra (Owner's Engineer - TSPP1),9/30/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),9/30/2019,0,0
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",9/30/2019,0,0
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",9/30/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),9/30/2019,0,0
PSC,Solenergy (EPC - TSPP2),9/30/2019,17,3496
PSC,"All Vision (O & M, TSPP1)",9/30/2019,13,2537
PSC,GSIAC (TSPP1 & TSPP2 Security),9/30/2019,14,5040
PSC,GAIC (Drivers and Utility),9/30/2019,10,2186
PSC,Inspect-IT (TSPP1 & TSPP2 SCADA Contractor),9/30/2019,0,0
PSC,Fire Control (Fire Deluge System),9/30/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),9/30/2019,2,128
PSC,J. D. Millet (Temz) - Water Truck,9/30/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),9/30/2019,0,0
PSC,PSC Temporary Workers,9/30/2019,5,104
PSC,FirePro (Fire Fighting System/Fire Hydrant),9/30/2019,0,0
PSC,Pineda Group (Civil Works),9/30/2019,0,0
PSC,Avotech (Sub-Stations PMS),9/30/2019,0,0
PSC,Groundfos (Fire Pump),9/30/2019,0,0
PSC,MMCT (Old Building Rennovation),9/30/2019,0,0
PSC,"ARMAV (Old building renovation, other civil works)",9/30/2019,0,0
PSC,Microphase (Internet Connection),9/30/2019,0,0
PSC,Lantech Cabling Works/Inaveit/Asi (CCTV PMS),9/30/2019,4,128
PSC,Other TSPP1 Contractors,9/30/2019,11,360
PSC,Other Contractors,9/30/2019,11,360
PSC,PetroSolar Corporation (Company Owned),10/31/2019,5,892
PSC,Syntegra (Owner's Engineer - TSPP1),10/31/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),10/31/2019,0,0
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",10/31/2019,0,0
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",10/31/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),10/31/2019,0,0
PSC,Solenergy (EPC - TSPP2),10/31/2019,20,3976
PSC,"All Vision (O & M, TSPP1)",10/31/2019,19,3444
PSC,GSIAC (TSPP1 & TSPP2 Security),10/31/2019,14,5208
PSC,GAIC (Drivers and Utility),10/31/2019,10,2173
PSC,Inspect-IT (TSPP1 & TSPP2 SCADA Contractor),10/31/2019,0,0
PSC,Fire Control (Fire Deluge System),10/31/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),10/31/2019,2,280
PSC,J. D. Millet (Temz) - Water Truck,10/31/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),10/31/2019,0,0
PSC,PSC Temporary Workers,10/31/2019,6,296
PSC,FirePro (Fire Fighting System/Fire Hydrant),10/31/2019,0,0
PSC,Pineda Group (Civil Works),10/31/2019,0,0
PSC,Avotech (Sub-Stations PMS),10/31/2019,0,0
PSC,Groundfos (Fire Pump),10/31/2019,0,0
PSC,MMCT (Old Building Rennovation),10/31/2019,0,0
PSC,"ARMAV (Old building renovation, other civil works)",10/31/2019,0,0
PSC,Microphase (Internet Connection),10/31/2019,0,0
PSC,Lantech Cabling Works/Inaveit/Asi/MIST (CCTV PMS),10/31/2019,3,24
PSC,Other TSPP1 Contractors,10/31/2019,0,600
PSC,Other Contractors,10/31/2019,11,600
PSC,PetroSolar Corporation (Company Owned),11/30/2019,5,813
PSC,Syntegra (Owner's Engineer - TSPP1),11/30/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),11/30/2019,0,0
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",11/30/2019,8,1480
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",11/30/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),11/30/2019,0,0
PSC,Solenergy (EPC - TSPP2),11/30/2019,11,2000
PSC,"All Vision (O & M, TSPP1)",11/30/2019,19,3376
PSC,GSIAC (TSPP1 & TSPP2 Security),11/30/2019,14,5104
PSC,GAIC (Drivers and Utility),11/30/2019,10,2243
PSC,Inspect-IT (TSPP1 & TSPP2 SCADA Contractor),11/30/2019,0,0
PSC,Fire Control (Fire Deluge System),11/30/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),11/30/2019,2,208
PSC,J. D. Millet (Temz) - Water Truck,11/30/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),11/30/2019,0,0
PSC,PSC Temporary Workers,11/30/2019,0,0
PSC,FirePro (Fire Fighting System/Fire Hydrant),11/30/2019,0,0
PSC,Pineda/HIC (TSPP2 Fence),11/30/2019,28,5688
PSC,Avotech (Sub-Stations PMS),11/30/2019,0,0
PSC,Groundfos (Fire Pump),11/30/2019,0,0
PSC,MMCT (Old Building Rennovation/Guard Tower),11/30/2019,5,392
PSC,"ARMAV (Old building renovation, other civil works)",11/30/2019,0,0
PSC,Microphase (Internet Connection),11/30/2019,0,0
PSC,Lantech Cabling Works/Inaveit/Asi/MIST (CCTV PMS),11/30/2019,3,56
PSC,Other TSPP1 Contractors,11/30/2019,10,656
PSC,Other TSPP2 Contractors,11/30/2019,28,5688
PSC,Other Contractors,11/30/2019,38,6344
PSC,PetroSolar Corporation (Company Owned),12/31/2019,5,664
PSC,Syntegra (Owner's Engineer - TSPP1),12/31/2019,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),12/31/2019,0,0
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",12/31/2019,9,480
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",12/31/2019,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),12/31/2019,0,0
PSC,Solenergy (EPC - TSPP2),12/31/2019,9,1832
PSC,"All Vision (O & M, TSPP1)",12/31/2019,18,2920
PSC,GSIAC (TSPP1 & TSPP2 Security),12/31/2019,14,5211
PSC,GAIC (Drivers and Utility),12/31/2019,10,2046
PSC,Inspect-IT (TSPP1 & TSPP2 SCADA Contractor),12/31/2019,0,0
PSC,Fire Control (Fire Deluge System),12/31/2019,0,0
PSC,Libalib/Kambal/Clei Anne Gardens (Landscaping),12/31/2019,2,160
PSC,J. D. Millet (Temz) - Water Truck,12/31/2019,0,0
PSC,PLDT/TRI-EX (Internet Connection),12/31/2019,0,0
PSC,PSC Temporary Workers,12/31/2019,0,0
PSC,FirePro (Fire Fighting System/Fire Hydrant),12/31/2019,0,0
PSC,Pineda/HIC (TSPP2 Fence),12/31/2019,31,6360
PSC,Avotech (Sub-Stations PMS),12/31/2019,0,0
PSC,Groundfos (Fire Pump),12/31/2019,0,0
PSC,MMCT (Old Building Rennovation/Guard Tower),12/31/2019,4,128
PSC,"ARMAV (Old building renovation, other civil works)",12/31/2019,0,0
PSC,Microphase (Internet Connection),12/31/2019,0,0
PSC,Lantech Cabling Works/Inaveit/Asi/MIST (CCTV PMS),12/31/2019,4,80
PSC,Other TSPP1 Contractors,12/31/2019,10,368
PSC,Other TSPP2 Contractors,12/31/2019,31,6360
PSC,Other Contractors,12/31/2019,41,6728
PSC,PetroSolar Corporation (Company Owned),1/31/2020,5,880
PSC,Syntegra (Owner's Engineer - TSPP1),1/31/2020,0,0
PSC,GreenCity (Owner's Engineer - TSPP2),1/31/2020,0,0
PSC,"MCDC (Civil Works, TSPP1 & TSPP2)",1/31/2020,0,0
PSC,"Philcantech (Switchgear, T/L, Sub-Stations - TSPP1 & TSPP2)",1/31/2020,0,0
PSC,Conergy/Phesco/Conecon (EPC-TSPP1),1/31/2020,0,0
PSC,Solenergy (EPC - TSPP2),1/31/2020,8,1840
PSC,"All Vision (O & M, TSPP1)",1/31/2020,19,4904
PSC,GSIAC (TSPP1 & TSPP2 Security),1/31/2020,14,5208
PSC,GAIC (Drivers and Utility),1/31/2020,10,2144
